iata,name,latitude,longitude
,Childra Airport,-31.70000076,134.8329926
,Curdimurka Airport,-29.47669983,137.0879974
,Cummins Town Airport,-34.25830078,135.7079926
,Copper Hills Airport,-27.97830009,134.3170013
,Copper Triangle Airport,-33.9817009,137.6620026
,Commonwealth Hill Airport,-29.96170044,134.1430054
,Dullingari Airport,-28.13330078,140.8820038
,Dalhousie Airport,-26.43499947,135.5169983
,De Rose Hill Airport,-26.43330002,133.2579956
,Emu Junction Airport,-28.63330078,132.1829987
,Evelyn Downs Airport,-28.20470047,134.4880066
,Flinders Island Airport,-33.730989,134.501
,Mount Fitton Talc Airport,-29.90920067,139.473999
,Glendambo Airport,-30.9666996,135.7749939
,Hughes Siding Airport,-30.7166996,129.5149994
,Hamilton Airport,-26.71999931,135.072998
,Hiltaba Airport,-32.14250183,135.098999
,Ingomar Airport,-29.63330078,134.7929993
,Kondoolka Airport,-32.02389908,134.8609924
,Kingoonya Airport,-30.90169907,135.3049927
,Kokatha Airport,-31.29170036,135.2420044
,Kalamurina Airport,-27.7166996,138.2619934
,Kolendo Airport,-32.41579819,136.2980042
,Keith Airport,-36.10829926,140.2420044
,Kangaroo Well Airport,-31.78499985,135.6380005
,Lambina Airport,-26.91329956,134.0579987
,Mobella Airport,-29.79829979,133.3450012
,Mount Lindsay Airport,-27.0182991,129.8849945
,Lucindale Airport,-36.97169876,140.352005
,Lake Everard Airport,-31.73329926,135.0269928
,Macumba Airport,-27.26169968,135.6380005
,Manguri Airport,-28.97999954,134.371994
,Mabel Creek Station Airport,-28.94169998,134.3329926
,Mount Eba Airport,-30.17609978,135.6710052
,Mulgathing Airport,-30.22920036,133.9859924
,Mount Ive Airport,-32.44419861,136.0690002
,Muloorina Airport,-29.24670029,137.9100037
,Mount Barry Airport,-28.23329926,135
,Moonaree Airport,-31.96610069,135.875
,Maralinga Airport,-30.16329956,131.625
,Mount Clarence Airport,-28.83329964,134.3580017
,Martins Well Airport,-31.47360039,139.1109924
,Mahanewo Airport,-31.71829987,136.4329987
,Nundroo Airport,-31.78000069,132.2230072
,Nonning Airport,-32.52190018,136.4940033
,Nilpinna Airport,-28.48329926,135.8999939
,Nepabunna Airport,-30.60330009,138.947998
,North Well Airport,-30.84609985,135.3090057
,Ooldea Airport,-30.45669937,131.822998
,Oak Valley Airport,-29.51670074,130.8670044
,Padthaway Station Airport,-36.61669922,140.4830017
,Peake Airport,-28.25,135.8999939
,Parakylia Airport,-30.39999962,136.3919983
,Peterborough Airport,-33.00500107,138.8580017
,Quondong Airport,-33.16329956,140.4519958
,Rocky River Airport,-35.93000031,136.7200012
,Mount Sarah Airport,-27.04310036,135.2420044
,Tarcoonyinna Airport,-26.75,133.3500061
,Todmorden Airport,-27.12420082,134.7700043
,Tenneco Station Three Airport,-30.33670044,139.6649933
,Tenneco Station Five Airport,-31.97500038,139.2070007
,Tenneco Station One Airport,-28.73329926,140.0500031
,Tenneco Station Four Airport,-31.18330002,139.3829956
,Toolachie Airport,-28.4083004,140.8099976
,Tenneco Station Two Airport,-29.54999924,139.9499969
,Umuwa Airport,-26.48670006,132.0399933
,Mount Vivian Airport,-30.58329964,135.7169952
,Mount Willoughby Airport,-27.98329926,134.1499939
,Welbourn Hill Airport,-27.35810089,134.0930023
,Wooltana Airport,-30.42169952,139.4360046
,Wilgena Airport,-30.76670074,134.7299957
,Wirrida Siding Airport,-29.56669998,134.5169983
,Wynbring Airport,-30.56170082,133.5330048
,Yalymboo Airport,-31.80330086,136.8600006
,Bridport Airport,-41.01670074,147.4170074
,Bothwell Airport,-42.36669922,147.0330048
,Balfour Airport,-41.25903326,144.8860645
,Bruny Island Airport,-43.23419952,147.3800049
CBI,Cape Barren Island Airport,-40.39170074,148.0169983
,Clarke Island Airport,-40.51670074,148.1329956
,Friendly Beaches Airport,-42,148.2590027
GEE,Georgetown (Tas) Airport,-41.08000183,146.8399963
,Jericho Airport,-42.36669922,147.3170013
,Killiecrankie Airport,-39.84880066,147.8580017
,Lady Barron (Flinders Is) Airport,-40.20000076,148.25
,Long Hill Airport,-41.33330154,146.5
UEE,Queenstown Airport,-42.075001,145.531998
,Sandfly Airport,-42.99169922,147.2079926
,Triabunna Airport,-42.51369858,147.897995
,Tunbridge Airport,-42.09999847,147.3670044
,Zeehan Airport,-41.88330078,145.3500061
,Burnie Airport,-41.04919815,145.8800049
,Campbell Town Airport,-41.96722412,147.5305481
,Glendevie Airport,-43.22999954,147.0119934
,Hunter Island Airport,-40.51670074,144.7330017
,Lagoon Bay Airport,-42.88499832,147.9530029
,Longdown Airport,-41.69530106,147.1430054
,Lake Pedder Airport,-43.04999924,146.3329926
,Swansea Airport,-42.10169983,148.0679932
,Valley Field Airport,-41.81000137,147.2920074
,Woodbury Airfield,-42.16777802,147.4458313
,Boobyalla Airfield,-40.89916611,147.8647156
,Birchip Airport,-35.99969864,142.9170074
,Donald Airport,-36.36029816,143.0079956
,Nhill Airport,-36.30970001,141.6410065
,Saint Arnaud Airport,-36.63669968,143.1860046
,Amphitheatre Airport,-37.18330002,143.3999939
,Avonmore Airport,-36.56669998,144.5500031
,Boort Airport,-36.13669968,143.727005
,Beechworth Airport,-36.39333333,146.6963889
,Beulah 1 Airport,-35.95000076,142.4170074
,Bamawm Airport,-36.25,144.6329956
,Benambra Airport,-36.96686656,147.6991439
,Branxholme Airport,-37.86729813,141.7019958
,Dadswells Bridge Airport,-36.96829987,142.5480042
,Cann River Airport,-37.51670074,149.1670074
,Cohuna Airport,-35.81669998,144.1999969
,Coleraine Airport,-37.59999847,141.6999969
,Casterton Airport,-37.59999847,141.3999939
,Cape Otway Airport,-38.86000061,143.5149994
,Cowes Airport,-38.50830078,145.2129974
,Dunolly Airport,-36.84999847,143.6999969
,Edenhope Airport,-37.01670074,141.2669983
,Meredith Airport,-37.88330078,144.0829926
,Eildon Weir Airport,-37.20830154,145.8329926
,Grampians Airport,-37.04999924,142.2830048
,Gabo Is aAd sSte Airport,-37.56999969,149.9179993
,Kaniva Airport,-36.38330078,141.25
,Kotta Airport,-36.17979813,144.5249939
,Lakes Entrance Airport,-37.85269928,147.9579926
,Lake Leagur Airport,-35.98329926,143.8000031
,Lismore Airport,-37.93330002,143.3500061
,Mount Elephant Airport,-37.90000153,143.1670074
,Mount William Airport,-37.29549582,142.6033974
,Nagambie Airport,-36.73830032,145.125
,Navarre Airport,-36.91669846,143.1000061
,Normanville Airport,-35.78329849,143.6999969
,Patchewollock Airport,-35.36669922,142.1499939
,Puckapunyal (Military) Airport,-37,145.0630035
,Pyramid Hill Airport,-36.06669998,144.1329956
,Quambatook Airport,-35.86220169,143.5099945
,Raglan Airport,-37.37738734,143.3056641
,Rainbow Airport,-35.91669846,141.9830017
,Kuruc-A-Ruc South Airport,-37.90000153,143.7169952
RBC,Robinvale Airport,-34.65000153,142.7830048
,Strathbogie Airport,-36.85499954,145.7380066
,Strathdownie Airport,-37.7317009,141.125
,Sea Lake Airport,-35.52669907,142.8880005
,Taggerty Airport,-37.3504982,145.6999969
,Torrumbarry Airport,-36.06669998,144.5330048
,Victoria Valley Airport,-37.5,142.2700043
,Wedderburn Airport,-36.43330002,143.4830017
,Wonthaggi Airport,-38.47169876,145.6230011
,Wycheproof Airport,-36.05830002,143.2429962
,Yarram Airport,-38.56669998,146.7550049
,Natya Airport,-34.96829987,143.2330017
,Great Lakes Vi Airport,-37.84220123,148
,Beaufort Airport,-37.45000076,143.25
,Derrinallum Airport,-37.93416667,143.2277778
,Yea Airport,-37.21580124,146.4299927
,Gunbower Airport,-35.96670151,144.3829956
,Grovedale Airport,-38.21670151,144.3329926
,Koongarra Airport,-36,142.2169952
,Kurweeton Airport,-38.04999924,143.1499939
,Longwarry Airport,-38.10829926,145.7779999
,Manangatang Airport,-35.04999924,142.8670044
,Newhaven Airport,-38.53329849,145.3170013
,Omeo Airport,-37.09669876,147.5930023
,Peterborough Airport,-38.59999847,142.9170074
,Prairie Airport,-36.30720139,144.1390076
,Sale Airport,-38.11669922,147.0749969
,Tidal River Airport,-39.03419876,146.3269958
,Woodvale Airport,-36.63330078,144.1829987
,Port Fairy,-38.36196518,142.2642212
BYP,Barimunya Airport,-22.6739006,119.1660004
,Bronzewing Airport,-27.36560059,121.0360031
BWB,Barrow Island Airport,-20.86440086,115.4059982
,RAAF Gingin,-31.46529961,115.862999
WYN,Wyndham Airport,-15.51140022,128.1529999
,Albion Downs Airport,-27.2833004,120.3830032
,Arubiddy Airport,-31.79999924,125.9329987
,Ashburton Downs Airport,-23.38330078,117.0329971
,Anna Plains Airport,-19.26670074,121.5169983
,Balladonia Airport,-32.34999847,123.6179962
,Billabalong Airport,-27.41670036,115.8330002
,Bencubbin Airport,-30.83329964,117.8669968
,Balgair Airport,-31.06669998,125.6669998
,Banjawarn Airport,-27.66670036,121.5999985
,Bellevue Airport,-27.61499977,120.6119995
,Boyup Brook Airport,-33.90000153,116.4670029
,Bruce Rock Airport,-31.88330078,118.1169968
,Blackstone Airport,-25.98670006,128.2879944
,Bulloo Downs Station Airport,-24.01670074,119.5670013
,Browse Is Airport,-14.11170006,123.5469971
BVZ,Beverley Springs Airport,-16.73329926,125.4329987
,Carnegie Station Airport,-25.79999924,122.9670029
,Corrigin Airport,-32.33330154,117.8170013
,Cocklebiddy Airport,-32.04999924,126.0920029
NIF,Camp Nifty Airport,-21.67169952,121.586998
,Coonana Airport,-31.01670074,123.1669998
CUY,Cue Airport,-27.44669914,117.9179993
,Cervantes Airport,-30.48329926,115.0830002
,Dalgaranga Airport,-27.79144036,116.9933224
,Darlot Airport,-27.88330078,121.2669983
,Dowerin Airport,-31.18330002,117.0500031
,Depot Springs Airport,-27.88330078,120.0830002
,Depot Outcamp Airport,-31.57220078,125.1869965
DRY,Drysdale River Airport,-15.7135704,126.3810968
,Dumbleyung Airport,-33.33330154,117.75
EUC,Eucla Airport,-31.70000076,128.8829956
,Belele Airport,-26.36669922,118.0169983
,El Questro Airport,-16.00830078,127.9749985
,Garden Island (Military) Airport,-32.24169922,115.6829987
GBV,Gibb River Airport,-16.42329979,126.4449997
,Gnowangerup Airport,-33.98329926,118.0329971
,Horseshoe Lights Airport,-25.35000038,118.6169968
,Hyden Airport,-32.43330002,118.8669968
,Jameson Airport,-25.85000038,127.6829987
,Jeedamya Airport,-29.39999962,121.2669983
,Jerramungup Airport,-33.90000153,118.9000015
,Jundee Airport,-26.42169952,120.5770035
,Kondinin Airport,-32.46670151,118.2829971
,Kellerberrin Airport,-31.66670036,117.7330017
,Kununoppin Airport,-31.13330078,117.9000015
,Kookynie Airport,-29.35000038,121.4830017
,Lombadina Airport,-16.51670074,122.9169998
,Loongana Airport,-30.95000076,127.0329971
,Lyndon Airport,-23.63330078,115.2330017
,Madura Airport,-31.88330078,127.0329971
,Mount Mcclure Airport,-27.46999931,120.9169998
,Merredin Airport,-31.50499916,118.322998
,Mingenew Airport,-29.26670074,115.4499969
,Murgoo Airport,-27.36669922,116.4169998
MGV,Margaret River (Station) Airport,-18.62170029,126.8830032
,Mount Holland Airport,-32.11830139,119.7679977
MHO,Mount House Airport,-17.05500031,125.7099991
,Mukinbudin Airport,-30.93330002,118.25
,Minura Airport,-28.88330078,121.8000031
MWB,Morawa Airport,-29.20170021,116.0220032
,Mount Elizabeth Airport,-16.43330002,126.0999985
,Mileura Airport,-26.36669922,117.3330002
,Mount Vernon Station Airport,-24.23329926,118.2330017
MXU,Mullewa Airport,-28.47500038,115.5169983
,Menzies Airport,-29.66670036,121.0169983
,Newdegate Airport,-33.11669922,119
,Northampton Airport,-28.35000038,114.6829987
NLS,Nicholson Airport,-18.04999924,128.8999939
,Nantarra Airport,-22.5333004,115.5
NSM,Norseman Airport,-32.20999908,121.7549973
NLL,Nullagine Airport,-21.91329956,120.197998
,Nyang Airport,-23.0333004,115.0329971
ONS,Onslow Airport,-21.66830063,115.112999
,Pingelly Airport,-32.54000092,117.072998
,Perenjori Airport,-29.43330002,116.2829971
,Prenti Downs Airport,-26.51670074,122.8000031
,Pannawonica Airport,-21.61669922,116.3170013
,Porphyry Airport,-29.77829933,122.2679977
,Paynes Find Airport,-29.25,117.6669998
,Ravensthorpe Airport,-33.52830124,119.9530029
,Rawlinna Airport,-31,125.3170013
,Redmont Airport,-21.9666996,119.0169983
,Rawlinna Station Airport,-31.02519989,125.1910019
SQC,Southern Cross Airport,-31.23999977,119.3600006
,Sandfire Airport,-19.76670074,121.1669998
,Silent Grove Airport,-17.06669998,125.25
,Tracies Field,-22.31669998,122.0670013
,Tjirrkarli Airport,-26.03499985,125.4720001
,Troughton Is Airport,-13.7517004,126.1480026
USL,Useless Loop Airport,-26.16670036,113.4000015
,Wingellina Airport,-26.06669998,128.9499969
,Wonganoo Airport,-27.125,121.3330002
,Wongan Hills Airport,-30.86669922,116.7330017
WRW,Warrawagine Airport,-20.84420013,120.7020035
,Yagga Yagga Airport,-20.9666996,128.0829926
KYF,Yeelirrie Airport,-27.27706004,120.0956726
,Zanthus Airport,-31.0333004,123.5670013
,Lake King Airport,-33.07920074,119.7659988
,Tjukayirla Roadhouse Airstrip,-27.155199,124.584999
,Between Lakes Private Airstrip,-32.84999847,115.6399994
,Atley Airport,-28.2166996,119.25
,Mount Barnet Airport,-16.73719978,125.9089966
BDW,Bedford Downs Airport,-17.2866993,127.4629974
,Barradale Airport,-22.86330032,114.9629974
,Beacon Airport,-30.48329926,117.8830032
BIW,Billiluna Airport,-19.56669998,127.6669998
,Brooklands Airport,-31.82500076,116.7959976
,Booylgoo Springs Airport,-27.75,119.9000015
,Butch Airport,-33.83330154,115.0999985
,Bulga Downs Station Airport,-28.5,119.7330017
,Bryah Airport,-25.5333004,118.7330017
,Bonney Downs Station Airport,-22.26670074,119.8830032
,Callion Airport,-30.11669922,120.5830002
,Coolgardie Airport,-30.95000076,121.1500015
,Carnarmah Airport,-29.68330002,115.8830032
,Coongan Airport,-20.68330002,119.6669998
,Cosmo Newberry Airport,-27.98500061,122.9029999
,Coppins Gap Airport,-20.95000076,120.0329971
,Cranbrook Airport,-34.28329849,117.5500031
,Cotten Creek Airport,-22.79999924,122.5830002
,Cockatoo Island Airport,-16.08329964,123.6169968
DNG,Doongan Airport,-15.386429,126.302235
,Dalgety Downs Station Airport,-25.2833004,116.1999969
,De Grey Homestead Airport,-20.17499924,119.1689987
,Mount Dimer Airport,-30.40169907,119.8300018
,Diemal Find Airport,-29.66670036,119.2829971
,Dairy Creek Homestead Airport,-25.2833004,115.8669968
,Duketon Airport,-27.95829964,122.3079987
,Dale River Airport,-32.28329849,116.5500031
,Edmund Station Airport,-23.75,116.0999985
,Errabiddy Homestead Airport,-25.5,117.1669998
,Earaheedy Airport,-25.60000038,121.5830002
,Erong Station Airport,-25.56669998,116.6669998
,Eudamulla Station Airport,-24.45000076,115.5999985
,Fortescue River Airport,-21.29999924,116.1330032
FVL,Flora Valley Airport,-18.2833004,128.4170074
,Fortnum Airport,-25.33329964,118.3669968
,Faraway Bay Airport,-13.98079967,127.1809998
,Gnaraloo Station Airport,-23.79154968,113.5289383
,Gidgee Airport,-27.27000046,119.4049988
,Gifford Creek Station Airport,-24.04999924,116.2170029
,Giralia Airport,-22.68330002,114.3669968
,Glenayle Homestead Airport,-25.2833004,122.0500031
,Goomalling Airport,-31.36669922,116.8830032
,Giles Point Airport,-23.26670074,119.1669998
,Gullewa Airport,-28.63330078,116.2829971
,Haig Airport,-31,126.0830002
,Hopetoun Airport,-33.90000153,120.1579971
,Jiggalong Mission Airport,-23.36669922,120.7829971
,Tjukurla Airport,-24.37071037,128.7393341
,Kalannie Airport,-30.36669922,117.1330032
,Kanandah Airport,-30.89500046,124.8619995
,Koolyanobbing Range Airport,-30.84059906,119.5289993
,Koonmarra Airport,-26.2833004,117.7829971
,Landor Station Airport,-25.10000038,116.9000015
,Mulga Downs Airport,-22.10720062,118.4710007
,La Grange Bay Airport,-18.68330002,121.8079987
,Landor Races Airport,-24.95000076,116.9670029
,Lochinvar Airport,-20.75830078,121.0169983
,Louisa Downs Airport,-18.7166996,126.7170029
,Lorna Glen Homestead Airport,-26.2166996,121.5500031
,Lake Varley Airport,-32.70830154,119.5130005
,Lake Way Airport,-26.94499969,120.4700012
,Mount Clere Homestead Airport,-25.10000038,117.5830002
,Mundabullangana Airport,-20.51670074,118.0670013
,Minderoo Station Airport,-22,115.0500031
,Mundrabilla Motel Airport,-31.82670021,128.2299957
,Mardi Station Airport,-21.20000076,115.9830017
,Mount Morgans Airport,-28.78720093,122.0339966
,Mount Hart Station Airport,-16.81999969,124.9079971
,Milgun Airport,-25.08329964,118.3330002
,Millrose Homestead Airport,-26.39999962,120.9499969
,Middalya Homestead Airport,-23.89999962,114.7669983
,Mount James Airport,-24.61669922,116.9329987
,Malina Airport,-20.88330078,118.0329971
,Milurie Homestead Airport,-27.58329964,121.7829971
,Mount Weld Airport,-28.77169991,122.4400024
,Melrose Airport,-27.93330002,121.3000031
,Murchison Shire Airport,-26.91670036,115.9830017
,Munjina Airport,-22.36610031,118.6809998
,Marvel Loch Airport,-31.4666996,119.5329971
,Marymia Airport,-25.09329987,119.7549973
,Nannup Airport,-34.03329849,115.7330017
,Noondoonia Homestead Airport,-32.28329849,123.6669998
,One Arm Point Airport,-16.43330002,123.0500031
,Moonerah Airport,-31.68939972,126.5859985
,Orleans Farm Airport,-33.78329849,122.9499969
,Orient Well Airport,-29.19919968,121.4380035
,Youanmi Airport,-28.61499977,118.8420029
,Pinnacles Homestead Airport,-28.20000076,120.4329987
,Pia Airport,-27.19169998,116.2919998
,Peak Hill Airport,-25.60000038,118.6829987
,Plutonic Airport,-25.33329964,119.4250031
,Punmu Airport,-22.06669998,123.1669998
,Reedys Airport,-27.13170052,118.2799988
,Red Hill Station Airport,-21.9666996,116.0670013
,Rocklea Airport,-22.88330078,117.4499969
,Rothsay Mine Airport,-29.29170036,116.8669968
,Rhodes Ridge Airport,-23.10829926,119.3330002
,Ringer Soak Airport,-18.78860092,128.6239929
,Rudal River Airport,-22.54999924,122.1500015
RHL,Roy Hill Station Airport,-22.62581589,119.9590302
,Sandhill Airport,-22.79999924,119.6169968
,Shannon River Airport,-34.75,116.4830017
,Sylvania Homestead Airport,-23.55830002,120.0469971
,Sunrise Dam Airport,-29.10169983,122.4499969
TBL,Tableland Homestead Airport,-17.2833004,126.9000015
,Three Rivers Homestead Airport,-25.13330078,119.1169968
,Thevenard Island Airport,-21.4666996,115
,Tjuntjuntjarra Airport,-29.35829926,127.1279984
,Tamala Airport,-26.66670036,113.7330017
,Turee Creek Airport,-23.61669922,118.6169968
,Tuckabiana Airport,-27.47500038,118.125
,Waldburg Homestead Airport,-24.75,117.3669968
WND,Windarra Airport,-28.47500038,122.2419968
,Wodgina Airport,-21.14170074,118.6920013
,Wooleen Homestead Airport,-27.08169937,116.1500015
,Well 33 Airport,-22.36669922,124.7669983
,Western Field Airport,-19.2833004,125.4169998
,Wongawol Airport,-26.13330078,121.9670029
,Williambury Airport,-23.86669922,115.1500015
,Woorlba Airport,-32.40000153,124.0329971
,Walpole Airport,-34.95000076,116.6999969
,Winning Pool North Airport,-23.10000038,114.5329971
,Yandicoogina Airport,-22.75970078,119.2269974
,Yandee Airport,-21.33329964,118.8669968
,Yundamindera Airport,-29.11669922,122.0329971
,Yerilla Airport,-29.46759987,121.8300018
,Yagga Yagga Airport,-20.8906002,127.9489975
,Yallalong Homestead Airport,-27.42630005,115.5179977
,Yanrey Airport,-22.51670074,114.8000031
,Yamarna Airport,-28.15399933,123.6729965
,Yarlarweelor Airport,-25.45829964,117.9749985
,Yuinmery Airport,-28.56299973,119.0189972
,Northcliffe Airstrips (needs confirmation),-34.6590004,116.1520004
,Yuin Station,-27.98333359,116.0333328
,Agnes Water Airport,-24.20224,151.8925
AGW,Agnew Airport,-12.14560032,142.1490021
AYD,Alroy Downs Airport,-19.29080009,136.0789948
,Althorpe Lighthouse Airstrip,-35.37070084,136.8609924
TTX,Truscott-Mungalalu Airport,-14.08969975,126.3809967
,Avoca Airport,-41.78170013,147.7194061
BQW,Balgo Hill Airport,-20.1483,127.973
,Bamboo Creek Airport,-20.94459915,120.1650009
NMP,New Moon Airport,-19.2,145.773
BEE,Beagle Bay Airport,-17.0165,122.6464
,Berwick Airport,-38.03977689,145.3360319
BBE,Big Bell Airport,-27.32859993,117.6729965
,Bordertown Airport,-36.26499939,140.7120056
,Cabramurra Airport,-35.92688751,148.3925476
,Cannon Hill Community Airport,-12.3549,132.94495
CBY,Canobie Airport,-19.47940063,140.927002
,Capella Airport,-23.10000038,148.0330048
CRY,Carlton Hill Airport,-15.50189972,128.5339966
CFP,Carpentaria Downs Airport,-18.7166996,144.3170013
CRH,Cherrabah Airport,-28.4301,152.08895
CXQ,Christmas Creek Station Airport,-18.8728,125.9338
CFH,Clifton Hills Airport,-27.0182991,138.8919983
COY,Coolawanyah Airport,-21.7946,117.755
COB,Coolibah Airport,-15.54829979,130.9620056
CJF,Coondewanna Airport,-22.9666996,118.8130035
CRJ,Coorabie Airport,-31.89439964,132.2960052
ODL,Cordillo Downs Airport,-26.74530029,140.6380005
CSD,Cresswell Downs Airport,-17.94799995,135.9160004
,Denmark Airport,-34.94499969,117.3970032
DRD,Dorunda Airport,-16.5537,141.8238
DFP,Drumduff Airport,-16.0529995,143.0119934
DLK,Dulkaninna Airport,-29.01329994,138.4810028
EIH,Einasleigh Airport,-18.50329971,144.0939941
,Elliott Airport,-17.52742958,133.529892
ENB,Eneabba Airport,-29.83250046,115.2460022
,Enoggera Barracks,-27.42352848,152.9834282
ETD,Etadunna Airport,-28.74080086,138.5890045
EVD,Eva Downs Airport,-18.00099945,134.8630066
FIK,Finke Airport,-25.59469986,134.5829926
,Fiskville Airport,-37.67811432,144.2207909
,Frankland Airport,-34.42300034,117.026001
GSC,Gascoyne Junction Airport,-25.0546,115.2026
,Gatton Campus Airport,-27.56040607,152.3404598
,West Maitland Airport,-32.75669861,151.5299988
GDD,Gordon Downs Airport,-18.67810059,128.5919952
,Gosford Hospital Helipad,-33.421626,151.339894
GFE,Grenfell Airport,-34,148.1329956
,Harrismith Airport,-32.94184494,117.865448
HLL,Hillside Airport,-21.7244,119.3922
,Hodgeson River Airfield,-15.54594,134.0956
,Elliston Airport,-33.63830185,134.8999939
,Cardabia Station Airstrip,-23.10602379,113.8052292
,Inglewood Airport,-28.4188,151.0955
INJ,Injune Airport,-25.851,148.5497
IVW,Inverway Airport,-17.84110069,129.6430054
,Jervis Bay Airport,-35.14720154,150.6970062
KPP,Kalpowar Airport,-14.89,144.22
KDB,Kambalda Airport,-31.1907,121.5978
KBD,Kimberley Downs Airport,-17.39780045,124.3550034
KBB,Kirkimbie Station Airport,-17.7791996,129.2100067
KKP,Koolburra Airport,-15.31890011,143.9550018
,Kukerin,-33.17490005,118.0849991
KGR,Kulgera Airport,-25.84280014,133.2920074
BZP,Bizant Airport,-14.74027778,144.1194444
LKD,Lakeland Airport,-15.83329964,144.8500061
,Lakeside Airpark,-20.68169975,148.628006
,Lancelin Airport,-31.01666667,115.3333333
LIB,Limbunya Airport,-17.23559952,129.8820038
LDC,Lindeman Island Airport,-20.45359993,149.0399933
LOC,Lock Airport,-33.5442009,135.6929932
LTV,Lotus Vale Airport,-17.04829979,141.3760071
,Louth Airport,-30.54170036,145.1000061
LTP,Lyndhurst Airport,-19.19580078,144.3710022
MQA,Mandora Airport,-19.73830032,120.8379974
MXD,Marion Downs Airport,-23.363702,139.649663
MQE,Marqua Airport,-22.80579948,137.2510071
,Plenty Airport,-37.72330093,145.1130066
MLV,Merluna Airport,-13.0649,142.4536
,Middlebrook Station Scone Airstrip,-31.97116852,150.8114777
,Cradle Mountain Airport,-41.58123136,145.9383488
MWY,Miranda Downs Airport,-17.328899,141.886002
MIH,Mitchell Plateau Airport,-14.79139996,125.8239975
MWT,Moolawatana Airport,-29.9069,139.765
MET,Moreton Airport,-12.44419956,142.6380005
,Moulamein Airport,-35.05838561,144.0213203
GSN,Mount Gunson Airport,-31.4597,137.1744433
MUQ,Muccan Station Airport,-20.65889931,120.0670013
,Hedlow Airport,-23.22310066,150.6049957
MVK,Mulka Airport,-28.3477993,138.6499939
,Mundrabilla Airport,-31.86720085,127.8539963
MNE,Mungeranie Airport,-28.00919914,138.6569977
,Mungo Lodge Airport,-33.74582445,143.0013084
WUI,Murrin Murrin Airport,-28.705299,121.89099
MVU,Musgrave Airport,-14.7757,143.5047
,Nammuldi Mine Airstrip,-22.39186,117.37623
NPP,Napperby Airport,-22.5312,132.7632
DXD,Dixie Airport,-15.11749443,143.3160496
,Gallipolli Airport,-19.14181,137.87412
UTD,Nutwood Downs Airport,-15.8074,134.1459
ODR,Ord River Airport,-17.34079933,128.9120026
,Pakenham Airport,-38.0992059,145.4878235
PRD,Pardoo Airport,-20.11750031,119.5899963
,Patjarr Airport,-24.6189003,126.3270035
PEY,Penong Airport,-31.91670036,133
PEP,Peppimenarti Airport,-14.14420033,130.0910034
,Pinjarra North Airstrip,-32.58039856,115.8850021
,Ingelara Airport,-24.99702703,148.3332825
RDA,Rockhampton Downs Airport,-18.95330048,135.201004
RPB,Roper Bar Airport,-14.734814,134.525485
NDS,Sandstone Airport,-27.97999954,119.2969971
SWB,Shaw River Airport,-21.51029968,119.3619995
,Siam Airport,-32.55749893,136.7089996
,Dochra Airfield,-32.650002,151.207993
ZVG,Springvale Airport,-17.78689957,127.6699982
SRR,Dunwich Airport,-27.51670074,153.4279938
,Stuart Creek Airport,-29.7166996,137.0630035
SSK,Sturt Creek Airport,-19.16640091,128.173996
TXR,Tanbar Airport,-25.8477993,141.9279938
TAQ,Tarcoola Airport,-30.70330048,134.5839996
TDN,Theda Station Airport,-14.78810024,126.4960022
,Tilpa Airport,-30.93330002,144.4170074
TWP,Torwood Airport,-17.36330032,143.75
TQP,Trepell Airport,-21.83499908,140.8880005
TKY,Turkey Creek Airport,-17.04080009,128.2059937
,Ucharonidge Airport,-17.67240143,134.2409058
WLA,Wallal Airport,-19.77359962,120.6490021
,Wanarn Airport,-25.29755211,127.5564194
MFL,Mount Full Stop Airport,-19.67,144.8852
,Giles Airport,-25.04369926,128.2960052
,Warroora Homestead Airport,-23.44609,113.84853
,Wauchope Airport,-20.64999962,134.2169952
,RAAF Scherger,-12.62390041,142.0870056
,Westmead Hospital Helipad,-33.80521011,150.9892731
WWI,Woodie Woodie Airport,-21.66279984,121.2340012
YLG,Yalgoo Airport,-28.3553009,116.6839981
,Wollongong Heliport,-34.43999863,150.8970032
,Yarra Bank Heliport,-37.822287,144.956792
,RAAF Base Glenbrook,-33.761633,150.636255
,Bromelton Airport,-27.96829987,152.8999939
,Yarrowee Airport,-37.74000168,143.753006
,Hopetoun Airfield,-33.90850067,120.1470032
,Binda,-34.30333333,149.36
,Bunyan Airfield,-36.13420084,149.1319799
,Tabulam Oval Helipad,-28.8903,152.5678
,Toonumbar Dam Helipad,-28.61835,152.79353
,Bentinck Island Airport,-17.08670235,139.5657806
,Kooringal Airstrip,-27.34583333,153.4258333
,Coominya,-27.39074477,152.4665451
,Palmyra Airstrip,-21.21157,149.07654
,Lake Eyre North,-28.41666667,137.3
,Trawalla Airport,-37.43874736,143.4589577
,Pomonal Airstrip,-37.230559,142.677165
,Beaufort,-37.495,143.43
,Lake Omeo Dry Lake Ultralightport,-36.96175738,147.6727295
,Snowy Range Airfield,-37.34857341,146.7660463
,Avon Valley NP Airstrip,-31.60554886,116.2613144
,Tardun Christian Brothers airfield,-28.70870018,115.8176498
,New Norcia North,-30.92100274,116.2399864
,Abrolhos Island,-28.4754063,113.6891842
,Yardie Homestead,-21.88404026,114.0065646
OCM,Boolgeeda,-22.54,117.275
WLP,West Angelas Airport,-23.13555556,118.7072222
